,Type_of_cement,Brand,Additives,Type_of_aggregates,Design_F'c (Mpa),Curing_age_(days),Cs_(Mpa),Ts_(Mpa),Fs_(Mpa),Er_(ohm-cm),UPV_(m/s)
3103,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.2568,,,6.5745,3752.6583
3104,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.2584,,,6.1884,3740.0061
3105,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.3524,,,6.2159,3751.3717
3106,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.3707,,,6.4427,3746.5059
3107,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.2328,,,6.4164,3753.4621
3108,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.2796,,,6.5493,3754.9457
3109,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.2804,,,6.4763,3755.3105
3110,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.2275,,,6.288,3755.9436
3111,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.338,,,6.5457,3738.6942
3112,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.2667,,,6.2451,3740.4759
3113,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.3526,,,6.6101,3751.6103
3114,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.2522,,,6.2106,3745.2931
3115,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.3682,,,6.4951,3748.8349
3116,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.2802,,,6.2748,3746.7844
3117,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.22,,,6.1683,3757.8721
3118,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.3346,,,6.5326,3754.7281
3119,CPC 30R RS,CEMEX,No_additions,Recycled ,30,90,41.3582,,,6.1725,3749.249
3120,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.9361,2.8128,,4.4402,4419.0114
3121,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.9228,2.8039,,4.4306,4379.1645
3122,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.9472,2.8368,,4.4437,4381.6723
3123,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.9168,2.8092,,4.4654,4405.2729
3124,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.922,2.7628,,4.4581,4420.2947
3125,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.9206,2.8483,,4.4382,4393.8945
3126,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.8661,2.8505,,4.4018,4421.2463
3127,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.8989,2.8021,,4.4681,4397.5105
3128,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.9001,2.7788,,4.4361,4413.0798
3129,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.871,2.8284,,4.4591,4385.7476
3130,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.9461,2.767,,4.4021,4398.0165
3131,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.8881,2.7979,,4.4624,4388.3666
3132,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.9201,2.774,,4.4252,4376.3053
3133,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.9215,2.8502,,4.4679,4413.7563
3134,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.8939,2.7913,,4.4318,4430.3045
3135,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.8607,2.8269,,4.413,4379.7924
3136,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.9371,2.7841,,4.4293,4388.1877
3137,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.8827,2.8197,,4.4095,4424.3015
3138,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.8563,2.837,,4.4642,4382.0862
3139,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.9371,2.8177,,4.4189,4407.0723
3140,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.3561,2.7562,,4.4546,4420.1066
3141,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.6957,2.7572,,4.4401,4379.522
3142,CPC 30R,CEMEX,No_additions,Crushed,28,7,26.3696,2.6614,,4.423,4434.3533
3143,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.704,2.5357,,4.4607,4428.9987
3144,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.3196,2.5217,,4.4436,4428.0463
3145,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.7598,2.676,,4.4374,4424.4873
3146,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.8288,2.6626,,4.4387,4378.7382
3147,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.5522,2.6365,,4.4375,4388.2787
3148,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.8704,2.6042,,4.4157,4429.3382
3149,CPC 30R,CEMEX,No_additions,Crushed,28,7,26.049,2.7308,,4.4295,4407.4918
3150,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.7132,2.6819,,4.4203,4429.7044
3151,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.4982,2.5589,,4.4608,4425.6776
3152,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.9563,2.64,,4.4258,4407.5769
3153,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.4594,2.6951,,4.4106,4408.8888
3154,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.2464,2.6194,,4.4196,4410.6001
3155,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.1937,2.5165,,4.4076,4386.8553
3156,CPC 30R,CEMEX,No_additions,Crushed,28,7,26.2392,2.7184,,4.4397,4393.5827
3157,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.5191,2.6158,,4.425,4400.2931
3158,CPC 30R,CEMEX,No_additions,Crushed,28,7,24.9368,2.5828,,4.445,4432.9194
3159,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.4876,2.5851,,4.449,4415.7359
3160,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.9582,2.6487,,4.0998,4373.9964
3161,CPC 30R,CEMEX,No_additions,Crushed,28,7,26.4302,2.5124,,4.1701,4374.1418
3162,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.852,2.5171,,4.1612,4370.9636
3163,CPC 30R,CEMEX,No_additions,Crushed,28,7,26.3111,2.5928,,4.446,4372.5699
3164,CPC 30R,CEMEX,No_additions,Crushed,28,7,26.3029,2.5665,,4.3083,4374.1913
3165,CPC 30R,CEMEX,No_additions,Crushed,28,7,26.4001,2.5942,,4.3249,4368.744
3166,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.9642,2.6214,,4.1845,4374.9412
3167,CPC 30R,CEMEX,No_additions,Crushed,28,7,26.504,2.5623,,4.1085,4374.7272
3168,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.8227,2.6662,,4.2797,4374.4835
3169,CPC 30R,CEMEX,No_additions,Crushed,28,7,26.4357,2.613,,4.1297,4375.8118
3170,CPC 30R,CEMEX,No_additions,Crushed,28,7,26.3364,2.6612,,4.3401,4375.14
3171,CPC 30R,CEMEX,No_additions,Crushed,28,7,26.0262,2.6113,,4.1638,4372.4232
3172,CPC 30R,CEMEX,No_additions,Crushed,28,7,26.4489,2.5167,,4.2389,4373.4948
3173,CPC 30R,CEMEX,No_additions,Crushed,28,7,26.1617,2.5765,,4.3399,4375.5865
3174,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.9998,2.5842,,4.3511,4372.3489
3175,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.8391,2.6628,,4.0889,4369.1674
3176,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.9914,2.6002,,4.1952,4368.545
3177,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.9777,2.5132,,4.4734,4369.7811
3178,CPC 30R,CEMEX,No_additions,Crushed,28,7,26.2429,2.638,,4.2265,4373.1889
3179,CPC 30R,CEMEX,No_additions,Crushed,28,7,26.3728,2.5621,,4.4326,4374.8471
3180,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.421,4421.9124
3181,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.3357,4439.0647
3182,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.1243,4404.0831
3183,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.2014,4441.3603
3184,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.3847,4409.5523
3185,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.2062,4434.0651
3186,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.3863,4429.6486
3187,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.4473,4435.7617
3188,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.449,4415.6954
3189,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.2986,4415.6302
3190,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.1864,4453.2722
3191,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.4262,4414.063
3192,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.375,4416.9386
3193,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.1718,4396.3828
3194,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.3749,4419.6303
3195,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.2481,4405.3239
3196,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.2026,4394.7513
3197,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.12,4384.1841
3198,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.3941,4420.4568
3199,CPC 30R,CEMEX,No_additions,Crushed,28,7,25.784,2.67,,4.4276,4435.1234
3200,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.9425,2.5705,,5.1478,4365.5971
3201,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.9943,2.4618,,5.2188,4440.5025
3202,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.1007,2.6431,,5.3962,4313.1398
3203,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.8787,2.3854,,5.2328,4314.4105
3204,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.9185,2.3585,,5.2606,4346.2778
3205,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.8576,2.3733,,5.3143,4386.2041
3206,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.9354,2.4413,,5.3116,4349.2423
3207,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.8474,2.6225,,5.4071,4341.228
3208,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.9318,2.5647,,5.476,4443.2267
3209,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.7997,2.4074,,5.1357,4315.0893
3210,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.8258,2.5811,,5.4518,4431.6854
3211,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.9566,2.6039,,5.405,4340.0414
3212,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.8555,2.519,,5.4015,4401.6457
3213,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.9691,2.3776,,5.3735,4329.5024
3214,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.8411,2.4074,,5.1442,4384.0033
3215,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.0232,2.391,,5.1183,4448.5865
3216,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.7881,2.6087,,5.2111,4427.1306
3217,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.0391,2.6797,,5.3268,4392.9644
3218,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.113,2.4525,,5.4581,4350.4177
3219,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.869,2.6439,,5.1445,4387.779
3220,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.0715,2.6995,,5.3665,4351.5013
3221,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.2131,2.7356,,5.3325,4333.3817
3222,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.2878,2.7066,,5.4458,4368.2914
3223,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.0293,2.6936,,5.2015,4385.1798
3224,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.6162,2.7011,,5.2267,4355.4184
3225,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.4997,2.7279,,5.0873,4343.2454
3226,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.0552,2.7278,,5.049,4404.2241
3227,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.2591,2.7228,,5.4641,4384.7426
3228,CPC 30R,CEMEX,No_additions,Crushed,28,14,20.8981,2.6981,,4.9704,4378.9754
3229,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.881,2.7287,,5.4669,4309.8005
3230,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.1447,2.6918,,5.0636,4324.9076
3231,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.3996,2.6969,,5.3385,4387.6806
3232,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.1963,2.743,,5.2368,4377.2415
3233,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.0735,2.7048,,5.3019,4413.8767
3234,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.3267,2.7432,,5.3403,4372.5227
3235,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7895,2.7187,,5.0285,4370.8726
3236,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.8737,2.7149,,5.1346,4344.1348
3237,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.2286,2.7043,,5.3171,4343.7072
3238,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.8484,2.7384,,5.2101,4399.4196
3239,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.6629,2.7122,,5.017,4405.2162
3240,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.1198,2.7248,,5.4126,4435.0471
3241,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.9772,2.6692,,5.6192,4415.6037
3242,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.1297,2.5666,,5.3844,4438.5711
3243,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.1047,2.5547,,4.9779,4416.8283
3244,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.1266,2.7328,,5.1425,4451.644
3245,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.0706,2.6752,,4.9933,4476.7198
3246,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.0509,2.5561,,5.4273,4452.4645
3247,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.8221,2.6257,,5.4049,4433.0251
3248,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.2178,2.5759,,5.6046,4421.0995
3249,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.1435,2.6501,,5.1185,4433.5651
3250,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.0112,2.6918,,5.1987,4444.4727
3251,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.0602,2.7122,,5.1786,4419.6198
3252,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.1865,2.6815,,5.3303,4420.4063
3253,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.0081,2.6808,,5.4846,4454.9831
3254,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.8402,2.6492,,5.5268,4457.3774
3255,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.2996,2.7384,,5.3747,4472.211
3256,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.086,2.6472,,5.3105,4434.2108
3257,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.2865,2.7334,,5.6535,4424.3198
3258,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.0173,2.5293,,5.242,4458.794
3259,CPC 30R,CEMEX,No_additions,Crushed,28,14,22.0307,2.5279,,5.2015,4437.245
3260,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.6251,4357.8426
3261,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.5463,4360.4991
3262,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.5353,4358.84
3263,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.5937,4347.5944
3264,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.6509,4447.1512
3265,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.5785,4382.7718
3266,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.6464,4405.7909
3267,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.5823,4433.4536
3268,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.5411,4478.189
3269,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.555,4368.8251
3270,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.6259,4349.7295
3271,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.6074,4433.7698
3272,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.5986,4333.1437
3273,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.5927,4361.4577
3274,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.5063,4412.7467
3275,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.5886,4330.7526
3276,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.5299,4366.354
3277,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.5845,4344.4695
3278,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.6001,4391.3334
3279,CPC 30R,CEMEX,No_additions,Crushed,28,14,21.7718,2.5149,,5.5061,4350.6837
3280,CPC 30R,CEMEX,No_additions,Crushed,28,28,30.7119,3.0014,,5.5686,4473.0441
3281,CPC 30R,CEMEX,No_additions,Crushed,28,28,30.2797,2.9332,,5.774,4469.8625
3282,CPC 30R,CEMEX,No_additions,Crushed,28,28,30.3333,2.9764,,5.8071,4505.256
3283,CPC 30R,CEMEX,No_additions,Crushed,28,28,30.6909,3.0187,,5.8281,4478.6523
3284,CPC 30R,CEMEX,No_additions,Crushed,28,28,30.4608,2.9371,,5.7288,4483.2837
3285,CPC 30R,CEMEX,No_additions,Crushed,28,28,30.4067,3.0275,,5.7683,4512.2311
3286,CPC 30R,CEMEX,No_additions,Crushed,28,28,30.7479,3.0005,,5.7048,4465.8103
3287,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.4394,3.0094,,5.5308,4478.4144
3288,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.1297,2.9421,,5.8316,4501.9308
3289,CPC 30R,CEMEX,No_additions,Crushed,28,28,30.9063,2.9416,,5.8565,4501.2406
3290,CPC 30R,CEMEX,No_additions,Crushed,28,28,30.9079,2.9426,,5.5679,4506.0396
3291,CPC 30R,CEMEX,No_additions,Crushed,28,28,30.3584,3.0087,,5.848,4504.6622
3292,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.3567,2.9956,,5.7032,4500.9779
3293,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.0201,2.9806,,5.5806,4491.8129
3294,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.2214,2.9757,,5.8368,4488.8581
3295,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.1362,2.9829,,5.6125,4478.9714
3296,CPC 30R,CEMEX,No_additions,Crushed,28,28,30.5406,2.9453,,5.8629,4478.1154
3297,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.084,3.0126,,5.8627,4510.2668
3298,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.1469,3.0191,,5.6476,4473.2756
3299,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.2677,3.03,,5.5122,4465.8819
3300,CPC 30R,CEMEX,No_additions,Crushed,28,28,30.8739,2.7006,,7.0921,4499.1045
3301,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.6847,2.6976,,7.0616,4474.1892
3302,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.3518,2.7384,,6.1345,4485.9336
3303,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.2234,2.7272,,7.7234,4472.4039
3304,CPC 30R,CEMEX,No_additions,Crushed,28,28,33.0436,2.9158,,6.0072,4477.7652
3305,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.4982,2.6568,,7.0691,4493.9702
3306,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.0403,2.7543,,6.7341,4471.9006
3307,CPC 30R,CEMEX,No_additions,Crushed,28,28,33.146,2.8876,,7.4677,4483.179
3308,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.3106,2.7054,,7.3888,4490.5768
3309,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.2202,2.7493,,7.6062,4483.7033
3310,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.1592,2.7605,,7.7567,4471.4921
3311,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.8915,2.7809,,6.191,4503.9104
3312,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.1009,2.6868,,6.6362,4502.6511
3313,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.1003,2.8287,,7.8312,4488.308
3314,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.9564,2.6731,,6.5399,4481.9317
3315,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6996,2.838,,6.9107,4488.7977
3316,CPC 30R,CEMEX,No_additions,Crushed,28,28,30.8326,2.7299,,6.1267,4498.0985
3317,CPC 30R,CEMEX,No_additions,Crushed,28,28,30.2825,2.9266,,7.4341,4477.3797
3318,CPC 30R,CEMEX,No_additions,Crushed,28,28,30.7206,2.8302,,7.5348,4493.8063
3319,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.1215,2.7953,,6.3045,4488.1499
3320,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6897,2.7206,,7.022,4507.5915
3321,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.976,2.8578,,7.3348,4518.8594
3322,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.1539,2.6764,,7.5147,4508.4403
3323,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.8841,2.8815,,7.1894,4524.0185
3324,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.5604,2.8633,,7.1626,4508.5645
3325,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.1048,2.8329,,7.2522,4505.4242
3326,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.4631,2.749,,7.0503,4514.8811
3327,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.9166,2.8859,,7.2931,4512.9121
3328,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.5338,2.6897,,6.8432,4521.9517
3329,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.8531,2.6986,,7.4779,4505.3554
3330,CPC 30R,CEMEX,No_additions,Crushed,28,28,33.224,2.9131,,7.3084,4522.1017
3331,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.634,2.7619,,7.4897,4521.0858
3332,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.795,2.8082,,7.126,4517.066
3333,CPC 30R,CEMEX,No_additions,Crushed,28,28,33.1843,2.8536,,6.9504,4522.0037
3334,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.9933,2.8358,,6.8995,4517.1448
3335,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.4658,2.7648,,6.9902,4508.2495
3336,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.8066,2.8139,,6.8017,4519.0193
3337,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.7818,2.6856,,7.85,4505.6053
3338,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.9753,2.8234,,7.4303,4518.843
3339,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.9638,2.7087,,6.759,4513.6516
3340,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4480.4868
3341,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4476.3466
3342,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4485.0482
3343,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4509.2621
3344,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4477.9422
3345,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4495.7146
3346,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4470.1645
3347,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4480.3375
3348,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4513.9528
3349,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4503.2614
3350,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4509.9199
3351,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4506.0258
3352,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4518.1195
3353,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4490.2093
3354,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4485.0782
3355,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4493.6655
3356,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4473.1141
3357,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4482.0002
3358,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4508.665
3359,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6276,2.9239,,6.6759,4503.8662
3360,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.1097,2.9922,,9.2167,4567.5554
3361,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.9915,2.9296,,7.4824,4517.9501
3362,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6808,3.0047,,8.5032,4474.0617
3363,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.9116,2.9609,,7.4465,4531.5906
3364,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.9284,2.9986,,6.9936,4555.6425
3365,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.0886,2.9592,,9.031,4543.4413
3366,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.7803,2.9473,,7.3829,4543.8632
3367,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.6843,2.9965,,7.1354,4547.3502
3368,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.9546,2.924,,8.0968,4481.5902
3369,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.1371,3.0063,,7.3855,4507.8342
3370,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.0569,3.0047,,8.5166,4522.2898
3371,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.2573,2.9847,,7.0885,4554.3608
