,Type_of_cement,Brand,Additives,Type_of_aggregates,Design_F'c (Mpa),Curing_age_(days),Cs_(Mpa),Ts_(Mpa),Fs_(Mpa),Er_(ohm-cm),UPV_(m/s)
3372,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.8043,3.0331,,7.957,4476.8031
3373,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.7815,2.9657,,7.1605,4521.525
3374,CPC 30R,CEMEX,No_additions,Crushed,28,28,31.7925,3.0172,,9.0151,4516.3708
3375,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.194,3.0287,,9.0141,4517.8552
3376,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.1187,2.9441,,9.398,4562.9241
3377,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.2419,2.9542,,9.0096,4531.7633
3378,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.1247,2.9438,,6.7936,4485.7229
3379,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.0898,3.0265,,8.1577,4572.3415
3380,CPC 30R,CEMEX,No_additions,Crushed,28,28,34.3631,2.7647,,9.6846,4547.4662
3381,CPC 30R,CEMEX,No_additions,Crushed,28,28,34.9339,2.8975,,9.7077,4554.5557
3382,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.9143,2.8433,,9.6653,4555.1747
3383,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.7615,2.8379,,9.7685,4547.4735
3384,CPC 30R,CEMEX,No_additions,Crushed,28,28,33.8871,2.8839,,9.7271,4567.8671
3385,CPC 30R,CEMEX,No_additions,Crushed,28,28,33.0469,2.862,,9.8096,4547.9102
3386,CPC 30R,CEMEX,No_additions,Crushed,28,28,34.2589,2.6783,,9.5058,4564.5176
3387,CPC 30R,CEMEX,No_additions,Crushed,28,28,34.8954,2.9083,,9.8132,4550.4084
3388,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.4646,2.7526,,9.5429,4574.1464
3389,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3417,2.7176,,9.816,4557.1591
3390,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.4701,2.6496,,9.6486,4561.3139
3391,CPC 30R,CEMEX,No_additions,Crushed,28,28,34.63,2.8231,,9.5774,4552.0524
3392,CPC 30R,CEMEX,No_additions,Crushed,28,28,33.2963,2.8748,,9.6183,4572.958
3393,CPC 30R,CEMEX,No_additions,Crushed,28,28,35.6695,2.7009,,9.4977,4554.6077
3394,CPC 30R,CEMEX,No_additions,Crushed,28,28,35.5682,2.9677,,9.4984,4566.6152
3395,CPC 30R,CEMEX,No_additions,Crushed,28,28,34.4612,2.8459,,9.7645,4545.2352
3396,CPC 30R,CEMEX,No_additions,Crushed,28,28,33.1171,2.9671,,9.6795,4558.4758
3397,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.0066,2.949,,9.8172,4556.4432
3398,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.4427,2.8573,,9.5232,4546.402
3399,CPC 30R,CEMEX,No_additions,Crushed,28,28,32.987,2.8398,,9.8149,4548.4828
3400,CPC 30R,CEMEX,No_additions,Crushed,28,28,39.4583,2.6772,,10.1259,4625.8428
3401,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.9599,2.664,,10.0294,4635.8805
3402,CPC 30R,CEMEX,No_additions,Crushed,28,28,38.1262,2.6768,,9.9667,4636.6489
3403,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.9889,2.6691,,10.1703,4579.8517
3404,CPC 30R,CEMEX,No_additions,Crushed,28,28,37.5829,2.6744,,9.9744,4604.7137
3405,CPC 30R,CEMEX,No_additions,Crushed,28,28,38.8395,2.6388,,9.8351,4622.7264
3406,CPC 30R,CEMEX,No_additions,Crushed,28,28,38.8054,2.6755,,9.8327,4611.7829
3407,CPC 30R,CEMEX,No_additions,Crushed,28,28,37.6643,2.6475,,9.9675,4582.7053
3408,CPC 30R,CEMEX,No_additions,Crushed,28,28,37.8277,2.6443,,10.2005,4632.2241
3409,CPC 30R,CEMEX,No_additions,Crushed,28,28,37.2072,2.6767,,9.8966,4602.5297
3410,CPC 30R,CEMEX,No_additions,Crushed,28,28,37.0698,2.6566,,10.0773,4559.7403
3411,CPC 30R,CEMEX,No_additions,Crushed,28,28,38.9785,2.6411,,10.0972,4595.2615
3412,CPC 30R,CEMEX,No_additions,Crushed,28,28,37.8232,2.6727,,9.8232,4584.3308
3413,CPC 30R,CEMEX,No_additions,Crushed,28,28,38.347,2.6389,,9.9911,4597.4319
3414,CPC 30R,CEMEX,No_additions,Crushed,28,28,39.4908,2.6738,,9.9344,4631.3352
3415,CPC 30R,CEMEX,No_additions,Crushed,28,28,38.7384,2.6704,,10.0631,4556.5586
3416,CPC 30R,CEMEX,No_additions,Crushed,28,28,38.2175,2.6535,,9.9507,4552.9999
3417,CPC 30R,CEMEX,No_additions,Crushed,28,28,38.6862,2.6644,,10.1421,4633.0988
3418,CPC 30R,CEMEX,No_additions,Crushed,28,28,38.7295,2.6517,,9.9401,4578.5967
3419,CPC 30R,CEMEX,No_additions,Crushed,28,28,37.5713,2.6466,,10.0977,4588.9034
3420,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.9488,2.6589,,9.6932,4597.5647
3421,CPC 30R,CEMEX,No_additions,Crushed,28,28,37.9509,2.6763,,10.0873,4586.6884
3422,CPC 30R,CEMEX,No_additions,Crushed,28,28,38.179,2.6576,,4.3876,4616.8913
3423,CPC 30R,CEMEX,No_additions,Crushed,28,28,37.2668,2.663,,5.1209,4603.1026
3424,CPC 30R,CEMEX,No_additions,Crushed,28,28,37.7769,2.6743,,9.2798,4628.7533
3425,CPC 30R,CEMEX,No_additions,Crushed,28,28,38.7729,2.6643,,4.3875,4584.1624
3426,CPC 30R,CEMEX,No_additions,Crushed,28,28,39.3693,2.6555,,9.4623,4634.2151
3427,CPC 30R,CEMEX,No_additions,Crushed,28,28,37.6646,2.6707,,6.825,4608.8934
3428,CPC 30R,CEMEX,No_additions,Crushed,28,28,37.3822,2.668,,5.0337,4620.8031
3429,CPC 30R,CEMEX,No_additions,Crushed,28,28,37.6682,2.6668,,4.2324,4632.8706
3430,CPC 30R,CEMEX,No_additions,Crushed,28,28,37.8484,2.677,,8.1976,4613.1905
3431,CPC 30R,CEMEX,No_additions,Crushed,28,28,38.051,2.6657,,9.8029,4623.4418
3432,CPC 30R,CEMEX,No_additions,Crushed,28,28,38.5446,2.6681,,4.2057,4600.4493
3433,CPC 30R,CEMEX,No_additions,Crushed,28,28,38.1891,2.6741,,8.3077,4587.6988
3434,CPC 30R,CEMEX,No_additions,Crushed,28,28,37.0815,2.6757,,8.5112,4627.3118
3435,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3133,2.6752,,7.2454,4600.6652
3436,CPC 30R,CEMEX,No_additions,Crushed,28,28,38.7396,2.6566,,10.0974,4637.668
3437,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.9913,2.6658,,8.7024,4577.7142
3438,CPC 30R,CEMEX,No_additions,Crushed,28,28,39.1722,2.6762,,7.3716,4585.8626
3439,CPC 30R,CEMEX,No_additions,Crushed,28,28,39.5009,2.6594,,5.688,4634.3522
3440,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,8.3128,4577.9792
3441,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,3.8847,4579.6515
3442,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,5.5642,4597.2262
3443,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,3.0152,4578.8887
3444,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,8.2641,4579.0604
3445,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,7.2979,4596.5544
3446,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,10.1573,4579.0076
3447,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,8.7139,4589.0806
3448,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,9.1502,4584.2427
3449,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,7.8036,4589.7543
3450,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,4.0794,4580.657
3451,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,5.9783,4580.3063
3452,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,5.9305,4594.6735
3453,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,7.7696,4597.7652
3454,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,7.9608,4578.7455
3455,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,6.4832,4587.6511
3456,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,8.9597,4581.497
3457,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,3.9983,4595.5513
3458,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,4.731,4580.7001
3459,CPC 30R,CEMEX,No_additions,Crushed,28,28,36.3016,2.6554,,7.4231,4585.0198
3460,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.5123,2.5157,,4.1874,4460.6829
3461,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.3437,2.3872,,4.3393,4489.8908
3462,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.39,2.5027,,4.4697,4489.3621
3463,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4539,2.2794,,4.2119,4446.3535
3464,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.6705,2.3161,,4.3691,4522.174
3465,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.3358,2.4492,,4.1245,4483.4921
3466,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4607,2.5407,,4.3791,4453.2767
3467,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.5747,2.2474,,4.1927,4493.7855
3468,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.6495,2.2639,,3.9792,4497.6003
3469,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.3366,2.2442,,4.0954,4507.4394
3470,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.6347,2.4477,,3.9988,4450.5124
3471,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.3392,2.4214,,4.1801,4492.9904
3472,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4372,2.2385,,4.2172,4494.5165
3473,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4275,2.2687,,4.0802,4464.7237
3474,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.6837,2.5098,,4.2631,4485.6243
3475,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.5607,2.3227,,4.1663,4445.8972
3476,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.5194,2.5323,,4.0495,4444.6462
3477,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.613,2.4553,,4.2438,4458.3384
3478,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.3635,2.4731,,4.0576,4493.7541
3479,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.6721,2.3863,,4.3459,4435.9953
3480,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.5067,2.3824,,4.1386,4436.6626
3481,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.7161,2.5085,,4.404,4464.1958
3482,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.6532,2.3798,,4.1467,4510.5399
3483,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.6135,2.4181,,4.0365,4526.7842
3484,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.7028,2.4641,,4.4022,4478.732
3485,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4458,2.4392,,4.0979,4513.8876
3486,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.707,2.4128,,4.0957,4512.1655
3487,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.5185,2.4364,,4.1345,4458.1997
3488,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.5262,2.5115,,4.1024,4446.6164
3489,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.607,2.4685,,4.0387,4470.8484
3490,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4824,2.4933,,4.4742,4459.0236
3491,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.6035,2.5386,,4.0479,4530.1533
3492,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.3507,2.4914,,4.0435,4475.702
3493,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.7159,2.388,,4.148,4523.7639
3494,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4927,2.5038,,4.444,4448.8134
3495,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.571,2.449,,4.3476,4468.6465
3496,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.5699,2.3928,,4.1856,4516.574
3497,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.7098,2.5096,,4.4675,4453.8209
3498,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4437,2.5204,,4.1897,4528.3076
3499,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4967,2.4299,,4.2018,4456.4438
3500,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4207,2.3789,,4.0868,4515.375
3501,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4241,2.3872,,4.0178,4535.481
3502,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.3516,2.3896,,4.0716,4531.0758
3503,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.3453,2.3809,,4.0199,4538.1592
3504,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.3676,2.3807,,4.0687,4510.9833
3505,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4146,2.3874,,4.1891,4530.6379
3506,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.3354,2.3842,,4.0901,4505.1445
3507,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.376,2.3911,,4.0146,4511.5152
3508,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.3209,2.3835,,4.2105,4525.5837
3509,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.3282,2.3891,,4.0468,4524.642
3510,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4133,2.3842,,4.2559,4538.218
3511,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4257,2.3791,,4.101,4540.1621
3512,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.44,2.3822,,4.2067,4531.7009
3513,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4402,2.3845,,4.2691,4536.473
3514,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4026,2.3839,,4.153,4523.9872
3515,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.3362,2.3812,,4.099,4515.3947
3516,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.327,2.389,,4.2247,4521.8182
3517,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4223,2.3888,,4.0975,4542.7469
3518,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4176,2.3837,,4.2493,4543.6112
3519,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4021,2.3812,,4.218,4541.8942
3520,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.4078,4467.5814
3521,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.3254,4471.9113
3522,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.5488,4494.2468
3523,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.7469,4468.9151
3524,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.3843,4469.6866
3525,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.7533,4501.3808
3526,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.5223,4486.4815
3527,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.3084,4479.0494
3528,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.5584,4501.9815
3529,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.2817,4497.0484
3530,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.4206,4472.9989
3531,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.553,4483.8518
3532,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.7826,4485.701
3533,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.7486,4487.1471
3534,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.3812,4491.164
3535,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.7084,4477.4837
3536,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.3993,4475.387
3537,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.8211,4495.6321
3538,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.3198,4490.6806
3539,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,7,28.4519,2.3911,,4.8903,4475.8992
3540,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,32.0427,2.9984,,5.8501,4495.2368
3541,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.9899,2.9994,,5.7527,4526.5217
3542,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.947,3.0011,,5.8775,4494.8691
3543,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.926,2.9973,,5.8539,4481.8972
3544,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,32.1295,2.9984,,5.8116,4541.5638
3545,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.9276,2.9975,,5.7409,4484.5683
3546,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,32.0772,3.0016,,5.809,4497.7503
3547,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.9938,3.0014,,5.778,4527.2182
3548,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.9437,2.9982,,5.7893,4566.9798
3549,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,32.0278,2.9968,,5.81,4490.3468
3550,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.8543,3.0005,,5.8738,4528.3081
3551,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.8702,2.997,,5.8362,4526.4175
3552,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,32.1143,3.0008,,5.7762,4565.8814
3553,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,32.1103,2.9976,,5.7901,4542.7097
3554,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,32.0891,2.9986,,5.7566,4576.8781
3555,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,32.1124,2.9989,,5.7462,4544.428
3556,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,32.0457,2.9993,,5.8194,4521.0382
3557,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,32.0736,3.0004,,5.8291,4483.0604
3558,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,32.0498,2.9991,,5.8551,4497.2621
3559,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.9089,2.9972,,5.7458,4529.4937
3560,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.754,2.9581,,5.8347,4478.6992
3561,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.4692,2.8622,,5.7911,4515.9393
3562,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,32.1354,2.9218,,5.8724,4567.4426
3563,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6667,2.8742,,5.8324,4500.1567
3564,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.7702,2.9555,,5.8599,4507.4914
3565,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,32.0876,2.8523,,5.8505,4557.4834
3566,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.7629,2.8782,,5.8062,4561.2984
3567,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.4262,2.9159,,5.785,4515.7179
3568,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6136,2.8915,,5.8155,4552.9787
3569,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.5092,2.9797,,5.8029,4549.5463
3570,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.3449,2.8646,,5.8706,4549.7684
3571,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.8616,2.9444,,5.7346,4492.1864
3572,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.5055,2.882,,5.8803,4570.4169
3573,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.3981,2.9642,,5.7632,4479.2372
3574,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.7702,2.9774,,5.8752,4559.0911
3575,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6955,2.9917,,5.8063,4546.8295
3576,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.5845,2.8816,,5.8734,4499.6071
3577,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.74,2.8503,,5.7515,4552.276
3578,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.9818,2.935,,5.8235,4570.3617
3579,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.9457,2.8438,,5.8105,4517.8991
3580,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.4585,2.8645,,6.1558,4517.9162
3581,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.2967,2.8661,,6.3593,4553.5943
3582,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.5966,2.8446,,6.3156,4567.4709
3583,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.3158,2.9032,,6.1442,4565.0614
3584,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.4665,2.8837,,5.9372,4551.1833
3585,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.5118,2.8811,,6.0913,4541.2178
3586,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.5393,2.8599,,5.9714,4574.2505
3587,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.4684,2.8952,,6.2988,4510.2799
3588,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.3235,2.884,,6.3299,4552.0156
3589,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.4063,2.8776,,6.2508,4548.8769
3590,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.3203,2.8468,,6.097,4574.4842
3591,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.5882,2.8596,,6.2857,4499.1642
3592,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.4317,2.8457,,6.1271,4554.1901
3593,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.5565,2.8425,,6.2232,4560.0801
3594,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.487,2.8561,,5.9064,4518.2408
3595,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.4465,2.9098,,6.0818,4555.1772
3596,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.4238,2.8612,,6.1423,4504.6442
3597,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.3325,2.8735,,6.0207,4564.3303
3598,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.4415,2.8893,,5.9893,4523.6106
3599,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.4444,2.8544,,6.1179,4560.8676
3600,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6983,2.9124,,6.243,4494
3601,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6983,2.9124,,6.0526,4494
3602,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6983,2.9124,,6.0169,4494
3603,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6983,2.9124,,6.3021,4494
3604,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6983,2.9124,,6.1172,4494
3605,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6983,2.9124,,5.9713,4494
3606,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6983,2.9124,,6.1623,4494
3607,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6983,2.9124,,6.305,4494
3608,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6983,2.9124,,6.0108,4494
3609,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6983,2.9124,,6.0936,4494
3610,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6983,2.9124,,5.9266,4494
3611,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6983,2.9124,,6.0112,4494
3612,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6983,2.9124,,6.0178,4494
3613,CPC 30R,CEMEX,Blast_furnace_slag_10%,Crushed,28,14,31.6983,2.9124,,6.3407,4494
